,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration_IN_Hours,Duration_IN_Min,price_per_min
2307,Air Asia,27/06/2019,Delhi,Cochin,DEL ? BLR ? COK,07:55,22:25,1 stop,No info,6152,14,0,8.1924577373212
2308,Air India,27/06/2019,Delhi,Cochin,DEL ? COK,05:10,08:00,non-stop,No info,5201,2,0,1.38434916362238
2309,Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,07:00,16:10,1 stop,In-flight meal not included,9134,9,0,3.54718633676374
2310,Air India,18/05/2019,Kolkata,Banglore,CCU ? DEL ? COK ? BLR,07:00,01:20 19 May,2 stops,No info,13243,18,0,4.89315109869365
2311,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 28 May,2 stops,No info,15129,22,5,5.25480864564743
2312,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,non-stop,In-flight meal not included,2759,1,0,1.30482058716926
2313,IndiGo,15/05/2019,Banglore,Delhi,BLR ? DEL,06:05,08:50,non-stop,No info,4423,2,5,1.69568166402894
2314,Vistara,18/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,22:40,1 stop,No info,9187,15,0,5.87787090453902
2315,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,22:30,1 stop,No info,7740,15,0,6.97674418604651
2316,Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,non-stop,In-flight meal not included,6144,3,0,1.7578125
2317,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,1 stop,No info,10877,7,0,2.31681529833594
2318,IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,11:55,22:30,1 stop,No info,6442,10,5,5.6348959950326
2319,IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,04:45,15:30,1 stop,No info,7048,10,5,5.15039727582293
2320,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,15:15,01:30 28 Jun,1 stop,In-flight meal not included,5797,10,5,6.26185958254269
2321,Air India,03/03/2019,Banglore,New Delhi,BLR ? BOM ? AMD ? DEL,06:45,23:55,2 stops,No info,10573,17,0,5.78832876194079
2322,IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,08:30,21:00,1 stop,No info,7503,12,0,5.75769692123151
2323,IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,01:30 13 Jun,1 stop,No info,6104,8,0,4.71821756225426
2324,Jet Airways,9/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,08:15 10 May,1 stop,In-flight meal not included,9663,11,5,4.12915243713133
2325,Jet Airways,3/06/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,non-stop,In-flight meal not included,5769,2,5,1.30005200208008
2326,Air India,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,13:55,15:25,non-stop,No info,3100,1,0,1.16129032258065
2327,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,04:25 19 May,1 stop,In-flight meal not included,12373,10,5,2.93380748403782
2328,SpiceJet,15/03/2019,Kolkata,Banglore,CCU ? BLR,09:00,11:30,non-stop,No check-in baggage included,3815,2,0,1.8872870249017
2329,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? ATQ ? BOM ? COK,12:15,12:35 16 Jun,2 stops,No info,14300,24,0,6.04195804195804
2330,IndiGo,1/06/2019,Banglore,Delhi,BLR ? DEL,07:10,10:05,non-stop,No info,4823,2,5,1.55504872486005
2331,IndiGo,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:05,20:35,non-stop,No info,2754,1,0,1.30718954248366
2332,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,1 stop,No info,9736,13,5,4.83771569433032
2333,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,09:45,14:25,1 stop,In-flight meal not included,7280,4,0,1.97802197802198
2334,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,21:00,1 stop,No info,7408,13,0,6.31749460043197
2335,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,12:00 13 Jun,1 stop,No info,13044,16,0,4.41582336706532
2336,Air India,24/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,05:50,23:15,2 stops,No info,12723,17,5,4.83376562131573
2337,Jet Airways,6/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 07 May,1 stop,In-flight meal not included,8586,12,0,5.0314465408805
2338,IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,01:30 13 Jun,1 stop,No info,6316,9,0,5.12982900569981
2339,Jet Airways,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,19:00,1 stop,No info,15554,10,0,2.31451716600231
2340,SpiceJet,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,non-stop,No check-in baggage included,2385,1,0,1.50943396226415
2341,Multiple carriers,9/06/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,1 stop,No info,13587,8,0,2.11967321704571
2342,IndiGo,3/03/2019,Delhi,Cochin,DEL ? BBI ? COK,02:35,08:30,1 stop,No info,13790,5,5,1.32704858593183
2343,Air India,15/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,09:45,09:25 16 May,2 stops,No info,10975,23,0,7.54441913439636
2344,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,09:20 22 May,1 stop,No info,14388,24,5,6.02585487906589
2345,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,18:00,01:30 07 Jun,1 stop,No info,7198,7,0,3.50097249235899
2346,Jet Airways,9/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,09:40,12:35 10 May,2 stops,In-flight meal not included,13029,26,5,7.20699976974442
2347,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,07:05,19:15,1 stop,In-flight meal not included,12717,12,0,3.39702760084926
2348,IndiGo,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,13:20,1 stop,No info,14871,6,0,1.45249142626589
2349,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? BOM ? PNQ ? BLR,06:30,20:50,2 stops,In-flight meal not included,10118,14,0,4.98122158529354
2350,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 07 Jun,1 stop,In-flight meal not included,10262,5,5,1.78327811342818
2351,Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:25,non-stop,In-flight meal not included,2071,1,0,1.73829068083052
2352,Air India,27/04/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,non-stop,No info,5228,2,0,1.37719969395562
2353,Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,16:55,11:25 19 Mar,1 stop,In-flight meal not included,7832,18,0,8.27374872318693
2354,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,21:00,1 stop,No info,7005,9,0,4.62526766595289
2355,Jet Airways,9/06/2019,Delhi,Cochin,DEL ? BDQ ? BOM ? COK,18:25,12:35 10 Jun,2 stops,No info,14237,18,0,4.55152068553768
2356,SpiceJet,6/04/2019,Banglore,Delhi,BLR ? DEL,21:10,00:05 07 Apr,non-stop,No info,3971,2,5,1.8886930244271
2357,IndiGo,21/06/2019,Banglore,Delhi,BLR ? DEL,22:10,01:00 22 Jun,non-stop,No info,3943,2,0,1.82602079634796
2358,IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,15:30,1 stop,No info,8574,8,0,3.35899230230931
2359,Air India,15/06/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,05:55,19:15,2 stops,No info,12646,13,0,3.70077494860035
2360,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:00,18:50 22 Mar,2 stops,No info,13082,29,0,7.98043112673903
2361,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,08:15 22 May,1 stop,No info,13941,23,0,5.93931568754035
2362,GoAir,6/04/2019,Delhi,Cochin,DEL ? BOM ? COK,07:00,12:55,1 stop,No info,5135,5,5,3.56377799415774
2363,Air India,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,1 stop,No info,11096,10,5,3.27144917087239
2364,Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,22:50,09:30 16 Mar,1 stop,No info,13555,10,0,2.65584655108816
2365,Vistara,12/04/2019,Banglore,Delhi,BLR ? DEL,09:45,12:35,non-stop,No info,5403,2,0,1.33259300388673
2366,Jet Airways,24/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,2 stops,In-flight meal not included,15812,7,0,1.59372628383506
2367,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,08:15 22 May,1 stop,No info,14781,12,5,2.94296732291455
2368,Air India,6/06/2019,Delhi,Cochin,DEL ? BLR ? COK,13:30,23:00,1 stop,No info,8907,9,0,3.63758841360728
2369,Air India,3/05/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,non-stop,No info,4145,2,5,1.80940892641737
2370,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,09:45 10 Jun,1 stop,No info,14151,13,0,3.30718677125292
2371,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,15:30,1 stop,No info,7845,9,0,4.13001912045889
2372,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,09:15,19:15,1 stop,No info,8099,10,0,4.44499320903815
2373,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,15:00,01:30 28 May,1 stop,No info,13377,10,0,2.69118636465575
2374,Air India,12/03/2019,Banglore,New Delhi,BLR ? HYD ? VGA ? DEL,06:50,11:20 13 Mar,2 stops,No info,12734,28,0,7.91581592586776
2375,Jet Airways,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 04 Jun,1 stop,In-flight meal not included,10262,5,5,1.78327811342818
2376,Jet Airways,15/05/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,non-stop,No info,7229,3,5,1.53548208604233
2377,Vistara,6/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,08:45,09:25 07 Mar,1 stop,No info,12395,24,0,6.97055264219443
2378,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,19:45,09:15 25 Mar,1 stop,In-flight meal not included,11134,13,0,4.20334111729837
2379,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,18:50,1 stop,In-flight meal not included,6540,5,0,2.75229357798165
2380,Multiple carriers,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,06:40,19:15,1 stop,No info,7354,12,5,5.91514821865651
2381,Air India,24/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 25 Jun,2 stops,No info,9548,19,0,7.16380393799749
2382,Vistara,1/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,10:45 02 May,1 stop,No info,9187,27,5,10.6128224665288
2383,IndiGo,9/05/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,12:10,1 stop,No info,5054,4,5,2.90858725761773
2384,Air India,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,10:00,20:25,1 stop,No info,10413,10,5,3.4860270815327
2385,IndiGo,27/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 28 May,non-stop,No info,4804,2,0,1.49875104079933
2386,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,06:25,07:55,non-stop,No info,4049,1,0,0.889108421832551
2387,Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,01:30 28 Jun,1 stop,No info,6795,6,0,3.17880794701987
2388,Air India,21/03/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,non-stop,No info,4435,2,5,1.69109357384442
2389,Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,04:40 13 Jun,1 stop,In-flight meal not included,6224,12,0,6.94087403598972
2390,IndiGo,12/06/2019,Kolkata,Banglore,CCU ? BLR,20:20,22:55,non-stop,No info,4804,2,5,1.56119900083264
2391,IndiGo,15/04/2019,Delhi,Cochin,DEL ? HYD ? COK,05:05,16:10,1 stop,No info,6171,11,5,6.4657267865824
2392,IndiGo,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,21:00,1 stop,No info,6093,9,5,5.36681437715411
2393,IndiGo,12/04/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:50,non-stop,No info,4174,2,5,1.79683756588404
2394,IndiGo,6/05/2019,Mumbai,Hyderabad,BOM ? HYD,02:35,04:05,non-stop,No info,3342,1,0,1.07719928186715
2395,Multiple carriers,3/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,1 stop,No info,13587,11,0,2.91455067343785
2396,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,21:50,04:25 22 May,1 stop,No info,16079,6,5,1.36202500155482
2397,IndiGo,18/04/2019,Delhi,Cochin,DEL ? COK,05:35,08:50,non-stop,No info,6015,3,5,1.84538653366584
2398,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,19:10 25 May,1 stop,No info,13067,26,0,7.16308257442412
2399,Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,12:35,1 stop,No info,9103,7,0,2.76831813687795
2400,Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,23:35 25 May,1 stop,No info,14151,27,0,6.8687725249099
2401,Jet Airways,27/03/2019,Delhi,Cochin,DEL ? IXC ? BOM ? COK,06:20,18:50,2 stops,No info,11538,12,0,3.74414976599064
2402,IndiGo,9/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,08:35,21:20,2 stops,No info,8146,12,5,5.34004419346919
2403,Air India,6/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,19:00,04:40 07 May,1 stop,No info,6117,9,0,5.29671407552722
2404,Jet Airways,3/03/2019,Delhi,Cochin,DEL ? BOM ? COK,02:15,04:25 04 Mar,1 stop,No info,17024,26,0,5.49812030075188
2405,Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,07:40 02 Mar,1 stop,1 Long layover,22270,17,5,2.7615626403233
2406,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,21:05 10 Jun,1 stop,No info,12692,24,0,6.80743775606681
2407,Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,07:10,20:20,1 stop,No info,8610,13,0,5.43554006968641
2408,Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:10,22:30,1 stop,No info,6723,15,0,8.03212851405623
2409,Vistara,12/05/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,non-stop,No info,4878,2,5,1.53751537515375
2410,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,07:40 07 Mar,1 stop,No info,16736,11,5,2.38408221797323
2411,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,13:55,09:15 25 Mar,1 stop,In-flight meal not included,11134,19,0,6.14334470989761
2412,IndiGo,3/05/2019,Banglore,Delhi,BLR ? DEL,04:00,06:50,non-stop,No info,3943,2,0,1.82602079634796
2413,Multiple carriers,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,09:00,21:00,1 stop,No info,13587,12,0,3.17950982556856
2414,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,05:25,04:25 07 Mar,2 stops,No info,16914,23,0,4.89535296204328
2415,SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:15 19 May,non-stop,No check-in baggage included,1965,1,0,1.83206106870229
2416,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,1 stop,No info,8073,8,0,3.56744704570792
2417,IndiGo,3/06/2019,Banglore,Delhi,BLR ? DEL,13:00,15:50,non-stop,No info,3943,2,0,1.82602079634796
2418,IndiGo,12/05/2019,Kolkata,Banglore,CCU ? HYD ? BLR,15:15,20:05,1 stop,No info,5170,4,0,2.7852998065764
2419,GoAir,15/05/2019,Banglore,Delhi,BLR ? DEL,11:40,14:30,non-stop,No info,3398,2,0,2.11889346674514
2420,Air Asia,18/04/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,non-stop,No info,4409,2,5,1.70106600136085
2421,Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,non-stop,No info,8541,3,0,1.26448893572181
2422,IndiGo,21/03/2019,Banglore,New Delhi,BLR ? DEL,04:00,06:50,non-stop,No info,4777,2,0,1.50722210592422
2423,SpiceJet,18/03/2019,Kolkata,Banglore,CCU ? BLR,22:20,00:40 19 Mar,non-stop,No info,3847,2,0,1.87158825058487
2424,Jet Airways,1/04/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,12:00 02 Apr,1 stop,In-flight meal not included,7064,17,5,8.70611551528879
2425,Vistara,27/05/2019,Banglore,Delhi,BLR ? DEL,21:00,23:50,non-stop,No info,4668,2,0,1.54241645244216
2426,SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,22:45,00:10 19 Mar,non-stop,No check-in baggage included,1965,1,5,1.98473282442748
2427,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,1 stop,No info,14781,9,0,2.19200324741222
2428,IndiGo,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,non-stop,No info,4049,1,0,0.889108421832551
2429,Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,08:15 19 May,1 stop,No info,13584,13,0,3.4452296819788
2430,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,12:35 19 May,1 stop,In-flight meal not included,12373,15,0,4.36434171179181
2431,Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:00 28 May,1 stop,No info,16079,27,0,6.04515206169538
2432,Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,08:20,11:20,non-stop,No info,7229,3,0,1.49398257020335
2433,Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,21:25,21:20 07 Mar,1 stop,No info,17471,23,5,4.75645355159979
2434,Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,16:20,1 stop,No info,14781,9,0,2.19200324741222
2435,Jet Airways,9/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,06:30,19:50,1 stop,No info,14571,13,0,3.2118591723286
2436,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,12:35,1 stop,No info,10197,8,5,2.85378052368344
2437,SpiceJet,1/06/2019,Delhi,Cochin,DEL ? BLR ? COK,17:55,22:50,1 stop,No info,5975,4,5,2.4602510460251
2438,Multiple carriers,9/04/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,01:30 10 Apr,1 stop,No info,8535,7,5,2.98769771528998
2439,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,09:55,21:00,1 stop,No info,12537,11,5,3.18257956448911
2440,Air India,24/05/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,non-stop,No info,4145,2,5,1.80940892641737
2441,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,non-stop,No info,4049,1,0,0.889108421832551
2442,Air Asia,9/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,22:40,10:40 10 May,1 stop,No info,5192,12,0,8.32049306625578
2443,Air India,9/05/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,non-stop,No info,6121,2,0,1.17627838588466
2444,Air India,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,03:50,19:15,1 stop,No info,8669,15,5,6.26369823509055
2445,Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,06:00,19:15,1 stop,No info,8476,13,5,5.556866446437
2446,SpiceJet,21/06/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,non-stop,No check-in baggage included,2647,1,0,1.36003022289384
2447,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,19:00 07 Jun,1 stop,No info,14714,22,5,5.40301753432106
2448,Air India,6/03/2019,Delhi,Cochin,DEL ? BLR ? COK,20:30,08:15 07 Mar,1 stop,No info,10566,11,5,3.77626348665531
2449,Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,1 stop,In-flight meal not included,10262,7,0,2.45566166439291
2450,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,01:35 22 Mar,1 stop,No info,8098,15,5,6.70535934798716
2451,Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,21:00,1 stop,No info,6883,11,0,5.75330524480604
2452,Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,1 stop,No info,16108,9,5,2.03004718152471
2453,SpiceJet,18/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,non-stop,No check-in baggage included,4413,2,0,1.63154316791298
2454,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? NAG ? BOM ? COK,14:35,12:35 02 Jun,2 stops,In-flight meal not included,10919,22,0,7.25341148456818
2455,IndiGo,9/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,00:05 10 May,non-stop,No info,4804,2,0,1.49875104079933
2456,Jet Airways,6/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,20:25,10:55 07 Jun,1 stop,In-flight meal not included,10539,14,0,4.78223740392827
2457,IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,22:20,01:10 13 Mar,non-stop,No info,4377,2,0,1.64496230294722
2458,Air India,6/06/2019,Banglore,Delhi,BLR ? DEL,06:10,08:55,non-stop,No info,6961,2,5,1.07743140353398
2459,Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,21:00,1 stop,No info,7408,8,0,3.88768898488121
2460,IndiGo,9/05/2019,Banglore,Delhi,BLR ? DEL,18:55,21:50,non-stop,No info,4823,2,5,1.55504872486005
2461,IndiGo,21/03/2019,Kolkata,Banglore,CCU ? BLR,14:20,16:55,non-stop,No info,5198,2,5,1.44286263947672
2462,Jet Airways,1/06/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,19:00 02 Jun,1 stop,In-flight meal not included,10262,25,0,8.77022022997466
2463,Vistara,27/04/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,non-stop,No info,5613,2,5,1.33618385889898
2464,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 13 Jun,1 stop,In-flight meal not included,10262,7,0,2.45566166439291
2465,IndiGo,3/05/2019,Mumbai,Hyderabad,BOM ? HYD,09:10,10:40,non-stop,No info,5755,1,0,0.625543006081668
2466,Vistara,21/05/2019,Chennai,Kolkata,MAA ? CCU,07:05,09:20,non-stop,No info,3687,2,5,2.03417412530513
2467,Jet Airways,3/06/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,non-stop,No info,5678,1,0,0.634026065516027
2468,Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,01:35 22 Mar,1 stop,No info,13542,7,0,1.86087727071334
2469,Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,18:50 22 Mar,1 stop,No info,12347,23,5,6.73037984935612
2470,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,09:35,19:10,1 stop,In-flight meal not included,12384,9,5,2.64050387596899
2471,Jet Airways,9/04/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 10 Apr,2 stops,No info,10909,22,5,7.28756072967275
2472,IndiGo,3/06/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,non-stop,No info,4823,3,0,2.23927016379847
2473,IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,21:00,1 stop,No info,6069,5,0,2.96589223924864
2474,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,19:00 22 May,1 stop,In-flight meal not included,12898,27,0,7.53605210110095
2475,IndiGo,15/06/2019,Kolkata,Banglore,CCU ? BLR,04:40,07:15,non-stop,No info,4804,2,5,1.56119900083264
2476,Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,08:25,04:45 25 Mar,1 stop,In-flight meal not included,10031,20,0,7.17774897816768
2477,IndiGo,9/06/2019,Delhi,Cochin,DEL ? HYD ? COK,07:35,22:30,1 stop,No info,6442,14,5,7.87022663769016
2478,Air India,21/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,12:00,07:40 22 May,2 stops,No info,9653,19,0,7.08588003729411
2479,Vistara,9/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,20:20 10 Jun,1 stop,No info,8610,27,0,11.2891986062718
2480,Jet Airways,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,14:00,19:00,1 stop,No info,14714,5,0,1.22332472475194
2481,Air India,01/03/2019,Banglore,New Delhi,BLR ? AMD ? DEL,00:30,23:55,1 stop,1 Long layover,12599,23,5,6.59576156837844
2482,Multiple carriers,9/05/2019,Delhi,Cochin,DEL ? BOM ? COK,04:55,19:00,1 stop,No info,9103,14,5,5.56959244205207
2483,Jet Airways,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,04:25 22 May,1 stop,In-flight meal not included,12898,5,5,1.41882462397271
2484,SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM ? HYD,05:45,07:15,non-stop,No check-in baggage included,2647,1,0,1.36003022289384
2485,Jet Airways,3/03/2019,Mumbai,Hyderabad,BOM ? HYD,07:10,08:35,non-stop,No info,5678,1,5,0.686861570975696
2486,Jet Airways,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,12:35 19 May,1 stop,In-flight meal not included,12373,17,0,4.94625394003071
2487,SpiceJet,27/03/2019,Kolkata,Banglore,CCU ? BLR,17:15,19:45,non-stop,No info,3847,2,0,1.87158825058487
2488,Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,18:00 22 May,1 stop,No info,14151,25,0,6.35997456010176
2489,Jet Airways,6/03/2019,Delhi,Cochin,DEL ? BOM ? COK,08:00,04:25 07 Mar,1 stop,In-flight meal not included,13843,20,5,5.22285631727227
2490,Jet Airways,18/05/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,non-stop,No info,7229,2,5,1.03748789597455
2491,Jet Airways,18/06/2019,Mumbai,Hyderabad,BOM ? HYD,02:55,04:20,non-stop,In-flight meal not included,4995,1,5,0.780780780780781
2492,Jet Airways,6/06/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,04:25 07 Jun,1 stop,In-flight meal not included,10262,7,0,2.45566166439291
2493,Jet Airways,9/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,05:30,04:25 10 May,2 stops,In-flight meal not included,13029,22,5,6.10177296799447
